original,translation
"X - выбор, Y - инверсия выбора, (+) - меню","X - 선택, Y - 선택 반전, (+) - 메뉴"
"X - выбор, Y - инверсия выбора, (+) - меню, L3 - запуск","X - 선택, Y - 선택 반전, (+) - 메뉴, L3 - 실행"
"X - выбор, Y - инверсия выбора, (+) - меню, R3 - сортировка","X - 선택, Y - 선택 반전, (+) - 메뉴, R3 - 정렬"
"X - выбор, Y - инверсия выбора, (+) - меню, R3 - сортировка, L3 - запуск","X - 선택, Y - 선택 반전, (+) - 메뉴, R3 - 정렬, L3 - 실행"
"X - выбор, Y - инвертирование выбора, A - открыть, (-) - 2ая панель","X - 선택, Y - 선택 반전, A - 열기, (-) - 2번 패널"
"X - выбор, Y - инвертирование выбора, ⬅/➡ - смена панели, (-) - закрыть","X - 선택, Y - 선택 반전, ⬅/➡ - 패널 변경, (-) - 닫기"
"ZL/ZR - смена даты, Y - период, X - сортировка, (+) - выбрать пользователя","ZL/ZR - 날짜 변경, Y - 기간, X - 정렬, (+) - 사용자 선택"
. Время игры \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,. 플레이 시간 \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
Невозможно смонтировать системный раздел,시스템 파티션을 마운트할 수 없습니다
"DPAD или стики для перемещения, (+) - Настройки","DPAD 또는 스틱으로 이동, (+) - 설정"
Ошибка создания файла: {},파일 생성 오류: {}
Подключение к серверу...,서버에 연결 중...
      Название: {}\n      Издатель: {}\n      Версия: ,      제목: {}\n      퍼블리셔: {}\n      버전: 
   Это действие будет нельзя отменить   ,   이 작업은 취소할 수 없습니다   
SDK подменён,SDK 교체됨
Тип оборудования        : {},하드웨어 유형    : {}
Точка доступа,액세스 포인트
Традиционный китайский,중국어 번체
Транзисторов:      {:>3},트랜지스터:      {:>3}
Требуется вручную разрешить синхронизацию времени через Интернет в настройках,설정에서 인터넷을 통한 시간 동기화를 수동으로 활성화해야 합니다
Тёмная комната,어두운 방
Убрать из любимых,즐겨찾기에서 제거
Увеличить размер (в МБ),크기 늘리기 (MB)
"Уверены, что хотите продолжить?",정말로 계속하시겠습니까?
Удаление Wi-Fi профиля,Wi-Fi 프로필 삭제 중
Удаление Wi-Fi профиля...,Wi-Fi 프로필 삭제 중...
Удаление {} бекапа,{} 백업 삭제 중
Удаление {} бекапов,{}개의 백업 삭제 중
Удаление {} сохранений,{}개의 세이브 데이터 삭제 중
Удаление {} сохранения,{} 세이브 데이터 삭제 중
Удаление бекапов,백업 삭제 중
Удаление записи об игре...,게임 기록 삭제 중...
Удаление игр,게임 삭제 중
Удаление игры ,게임 삭제 중 
Удаление игры целиком: [{}],게임 전체 삭제: [{}]
Удаление каталога LFS,LFS 디렉토리 삭제 중
Удаление контента,콘텐츠 삭제 중
Удаление настроек родительского контроля...,자녀 보호 설정 삭제 중...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,삭제 실패.\n\n계속하려면아무 버튼이나 누르십시오
Удаление неиспользуемого {}...,사용하지 않는 {} 삭제 중...
Удаление плейсхолдера...,자리 표시자 삭제 중...
Удаление пользователя,사용자 삭제 중
Удаление пользователя...,사용자 삭제 중...
Удаление ранее установленных файлов...,이전에 설치된 파일 삭제 중...
Удаление родительского контроля,자녀 보호 설정 삭제 중
SaveFS очищена,SaveFS 초기화됨
Удаление связи с Nintendo account...,닌텐도 어카운트 연동 해제 중...
Удаление сохранений,저장 데이터 삭제 중
Удаление сохранения целиком,저장 데이터 전체 삭제 중
Удаление старого     {}...,이전 {} 삭제 중     {}...
Удаление старого файла {}...,이전 파일 {} 삭제 중...
Удаление старой записи об игре...,이전 게임 기록 삭제 중...
Удаление старой папки {}...,이전 폴더 {} 삭제 중...
Удаление тайтла: [{}],타이틀 삭제 중: [{}]
Удаление тикетов ({}),티켓 삭제 중 ({})
Удаление...,삭제 중...
Удалить,삭제
Удалить LFS,LFS 삭제
Удалить сохранения,저장 데이터 삭제
Удалить старые бекапы,이전 백업 삭제
Удаляется {} из {}...,{} / {} 삭제 중...
Удаляется {}...,{} 삭제 중...
Удаляется бекап ,백업 삭제 중 
Удаляется запись о контенте...,콘텐츠 기록 삭제 중...
Удаляется запись об игре...,게임 기록 삭제 중...
Удаляется игра и весь связанный контент,게임 및 모든 관련 콘텐츠 삭제 중
Titlekey не может быть инициализирован,Titlekey를 초기화할 수 없습니다
Удаляется папка LFS...,LFS 폴더 삭제 중...
Удаляется пустая папка,빈 폴더 삭제 중
Удаляется сохранение {}...,저장 데이터 {} 삭제 중...
Удаляется старая запись о контенте...,이전 콘텐츠 기록 삭제 중...
Удаляется старый cnmt.nca...,이전 cnmt.nca 삭제 중...
Удаляется тикет: {}...,티켓 삭제 중: {}...
Удаляются все объекты из альбома для игры,게임 앨범에서 모든 항목 삭제 중
Удаляются все сохранения для игры,게임의 모든 저장 데이터 삭제 중
Удаляются сохранения...,저장 데이터 삭제 중...
"UID: {}, Ник: {}","UID: {}, 닉네임: {}"
Удалённые,삭제됨
Удачный экспорт,내보내기 성공
Уделение старого тикета...,오래된 티켓 삭제 중...
Упаковка каталога в RomFS,디렉토리를 RomFS로 패킹
Упрощенный китайский,간체 중국어
Уровень заряда батареи         : {},배터리 잔량         : {}
Успешно разобран как PFS0 файл,PFS0 파일로 성공적으로 파싱됨
Устанавливается {},{} 설치 중
Установить как аватар...,아바타로 설정...
Установка,설치
URL для проверки обновлений,업데이트 확인 URL
Установка анлокера...,언락커 설치 중...
Установка завершена,설치 완료
Установка игр (NAND),게임 설치 (NAND)
Установка игр (SD Card),게임 설치 (SD 카드)
Установка игры завершена,게임 설치 완료
Установка обновлений игр,게임 업데이트 설치
Установка прервана,설치 중단됨
Установка с картриджа,카트리지에서 설치
Установка тайтлов ({}/{}),타이틀 설치 ({}/{})
Установка через DBIbackend,DBIbackend를 통해 설치
USB Соединение,USB 연결
Установка ярлыка...,바로가기 설치 중...
Установлен,설치됨
Установленные,설치됨
Установленные homebrew,설치된 홈브류
Установленные homebrew ({}),설치된 홈브류 ({})
Установленные игры,설치된 게임
Установленные тикеты,설치된 티켓
Установленные тикеты ({}),설치된 티켓 ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,파일이 손상되어 설치할 수 없습니다. HEAD 서명을 찾을 수 없습니다
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,파일이 손상되어 설치할 수 없습니다. 루트 파티션에서 HFS0 서명을 찾을 수 없습니다
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,파일이 손상되어 설치할 수 없습니다. 보안 파티션에서 HFS0 서명을 찾을 수 없습니다
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,파일이 손상되어 설치할 수 없습니다. PFS0 서명을 찾을 수 없습니다
Файл слишком большой для хранилища,파일이 저장소에 비해 너무 큽니다
Файл: {},파일: {}
Фиксация ФС...,파일 시스템 커밋...
Финальный размер: {},최종 크기: {}
Формирование списка...,목록 생성 중...
Форсированный язык    : {},강제 언어    : {}
Форсированный язык    : {} ({}),강제 언어    : {} ({})
  Автоопределение,  자동 감지
Форсировать UTF-8,UTF-8 강제
Форсировать язык,언어 강제
Французский,프랑스어
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,MTP 저장소
Хранилище только для чтения,읽기 전용 저장소
Хэш версии              : {},버전 해시      : {}
Целевая запись о контенте не найдена,대상 콘텐츠 레코드를 찾을 수 없습니다
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,콘텐츠 일부가 누락되었습니다. 게임이 작동하지 않습니다
Число транзисторов: {:>3},트랜지스터 수: {:>3}
Число уникальных сыграных игр : {},플레이한 고유 게임 수 : {}
Число ходов:        {:>3},턴 수:                  {:>3}
Читать дату файлов,파일 날짜 읽기
Чтение каталога...,디렉토리 읽는 중...
Чтение списка файлов...,파일 목록 읽는 중...
Что-то плохое грядёт,뭔가 나쁜 일이 다가오고 있습니다
Что-то пошло не так. Пропускаем оставшийся файл,문제가 발생했습니다. 나머지 파일을 건너뜁니다
"Чтобы вернуться, нажмите B",돌아가려면 B를 누르세요
Шадок у Гиби,기비의 샤독
Шифрование секции ,섹션 암호화
Экспорт SDK,SDK 내보내기
Экспортировать,내보내기
Экспортировать SDK,SDK 내보내기
Язык                    : {},언어         : {}
Январь,1월
Японский,일본어
Ярлык   : ,바로가기   : 
Ярлык для DBI,DBI 바로가기
да,예
не является LFS папкой,LFS 폴더가 아닙니다
не является LFS папкой игры,게임 LFS 폴더가 아닙니다
нет,아니요
"ZL/ZR - смена даты, Y - период","ZL/ZR - 날짜 변경, Y - 기간"
"Получено: {}, (скорость не определена)","수신됨: {}, (속도 정의되지 않음)"
Игры добавлены в список исключений,게임이 제외 목록에 추가되었습니다
Новых игр в список исключений добавлено не было,제외 목록에 추가된 새로운 게임은 없습니다
"Интервал автобекапа сейвов, дни",세이브 자동 백업 간격(일)
Просмотр МТР устройства [{}],MTP 장치 보기 [{}]
Просмотр USB диска [{}],USB 드라이브 보기 [{}]
Заряд батареи (сырое значение) : {},배터리 충전량(원시 값) : {}
ru,ru
[CRC ОШИБКА ФАЙЛА],[파일 CRC 오류]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,시스템 펌웨어를 파일 {}에서 다운로드하여 설치합니다.\n\n계속하려면 (+)를 누르세요\n취소하려면 다른 버튼을 누르세요
Распаковка архива не удалась,아카이브 압축 해제 실패
Сканирование архива не удалось,아카이브 스캔 실패
Установить все обновления из этой папки,이 폴더에서 모든 업데이트 설치
Япония,일본
Русский,러시아어
Февраль,2월
Октябрь,10월
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,11월
 {} минут, {}분
Игрок,플레이어
Время,시간
Язык    : ,언어    : 
Контент,콘텐츠
[HASH: OK],[HASH: OK]
Красная,빨간
Путь    : ,경로 :
[HASH MISMATCH: Неисправимо],[해시 불일치: 복구 불가]
[ПРЕД],[이전]
Альбом,앨범
Выход,종료
и т.д...,등...
{} бекап,{} 백업
874,874
Пишется тело: {}/{}MB \r,본문 작성 중: {}/{}MB \r
Пишется скриншот\n,스크린샷 작성 중\n
Пишется таблица хешей\n,해시 테이블 작성 중\n
Пишется подпись видео\n,비디오 서명 작성 중\n
Операция завершена\n,작업이 완료되었습니다\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",시스템 펌웨어가 {} 파일에서 다운로드 및 설치됩니다.\n\n경고!!! 이 버전은 현재 Atmosphere에서 지원되지 않는 것 같습니다.\n\n계속하려면 (+)를 누르세요\n취소하려면 다른 버튼을 누르세요
Копирование файла не удалось,파일 복사에 실패했습니다
Daybreak.nro не найден,Daybreak.nro을 찾을 수 없습니다
Изображение добавлено в альбом,이미지가 앨범에 추가되었습니다
Ошибка добавления изобржения в альбом: {},앨범에 이미지를 추가하는 중 오류 발생: {}
Добавить в альбом,앨범에 추가
Анализ mp4 файла,mp4 파일 분석 중
Длительность: {},재생 시간: {}
ОШИБКА! Файл не содержит один видео трек,오류! 파일에 비디오 트랙이 하나 없습니다
ОШИБКА! Файл не содержит один аудио трек,오류! 파일에 오디오 트랙이 하나 포함되어 있지 않습니다
ОШИБКА! У видео трека неподдерживаемый кодек,오류! 비디오 트랙에 지원되지 않는 코덱이 있습니다
ОШИБКА! У аудио трека неподдерживаемый кодек,오류! 오디오 트랙에 지원되지 않는 코덱이 있습니다
ОШИБКА! Аудио трек не стерео,오류! 오디오 트랙이 스테레오가 아닙니다
[{}] Общий тикет для {},[{}] {}에 대한 공통 티켓
ОШИБКА! У аудио трека неподходящая частота дискретизации,오류! 오디오 트랙의 샘플링 속도가 부적절합니다
ОШИБКА! У видео трека неподходящая ширина,오류! 비디오 트랙의 너비가 부적절합니다
ОШИБКА! У видео трека неподходящая высота,오류! 비디오 트랙의 높이가 부적절합니다
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,주의! 비디오 스트림에 B-프레임이 포함되어 있을 수 있습니다. 파일이 재생되지 않을 수 있습니다
"Похоже, это не MP4 файл",이것은 MP4 파일이 아닌 것 같습니다
Открыть как RomFS,RomFS로 열기
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,SD 카드가 위조품입니다. 검증된 SD 카드로 교체하는 것이 좋습니다.
[{}] Персональный тикет для {},[{}] {}의 개인 티켓
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,SD 카드가 위조품인 것 같습니다.\n\n게임 설치 시 문제가 발생할 수 있습니다.\n이 경우 SD 카드를 검증된 제품으로 교체하는 것이 좋습니다.
Информация о SD карте,SD 카드 정보
Производитель    : {:s} ({:02X}),제조사    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID : {:s} ({:s})
Имя продукта     : {:s},제품 이름  : {:s}
Ревизия продукта : {:s},제품 리비전 : {:s}
Серийный номер   : {:s},일련 번호  : {:s}
[ПОДПИСЬ: DBI],[서명: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    플레이 시간    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR 날짜 변경, Y 기간, X 정렬, (+) 사용자 선택"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/초)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X 선택, Y 선택 반전, (+) 메뉴, R3 정렬, L3 실행"
Создать все известные ({}),알려진 모든 항목 생성 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X 선택, Y 선택 반전, (+) 메뉴, L3 실행"
"DPAD или стики для перемещения, (+) Настройки","DPAD 또는 스틱으로 이동, (+) 설정"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github 서버 탐색 중...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X 선택, Y 선택 반전, (+) 메뉴, R3 정렬"
"X выбор, Y обр. выбор, (+) меню","X 선택, Y 선택 반전, (+) 메뉴"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X 선택, Y 선택 반전, A 열기, (-) 2번째 패널, (+) 메뉴"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X 선택, Y 선택 해제, ⬅/➡ 패널 전환, (-) 닫기, (+) 메뉴"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[델타 조각 불필요]
[КОНТЕНТ ОТСУТСТВУЕТ],[콘텐츠 없음]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[플레이스홀더 생성 안 함]
[НЕДОСТАТОЧНО МЕСТА],[공간 부족]
  Кодировка...,  인코딩 중...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[알 수 없는 압축]
[ОТСУТСТВУЕТ],[누락]
[ОШБК],[오류]
[ОШИБКА NCA MAGIC],[NCA MAGIC 오류]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[플레이스홀더 쓰기 오류]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD 압축 해제 오류: {}]
[ОШИБКА РАСПАКОВКИ],[압축 해제 오류]
[ОШИБКА],[오류]
[ОШИБКА] Отсутствует URL списка обновлений,[오류] 업데이트 목록 URL이 없습니다
[ПЕРЕДАЧА OK],[전송 OK]
  Применить,  적용
[ПЕРЕДАЧА ПРЕРВАНА],[전송 중단됨]
[ПОВРЕЖДЁННЫЙ NCA],[손상된 NCA]
[ПОДПИСЬ: OK],[서명: OK]
[ПОДПИСЬ: XCI➡NSP],[서명: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[서명: 위조]
[СТАРАЯ ПРОШИВКА],[구 펌웨어]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[타이틀 모드 필요]
[ФАЙЛ ПОВРЕЖДЁН],[파일 손상됨]
[ХЕШ ИСПРАВЛЕН],[해시 수정됨]
  Редактирование,  편집
[ХЕШ НЕ СОВПАДАЕТ],[해시 불일치]
\nНачало обработки dlc {}: {:016X},\nDLC 처리 시작 {}: {:016X}
\nНачало обработки программы {},\n애플리케이션 {} 처리 시작
\nНачало создания Data.nca,\nData.nca 생성 시작
\nНачало создания Meta.nca,\nMeta.nca 생성 시작
\nОшибка USB обмена,\nUSB 전송 오류
\nСборка PFS0,\nPFS0 빌드 중
\nСборка RomFS,\nRomFS 빌드 중
\nСекция 0,\n섹션 0
\nСекция 1,\n섹션 1
 (по времени игры), (플레이 시간순)
\nСекция 2,\n섹션 2
\nСоздан NSP: {},\nNSP 생성됨: {}
\nШифрование NCA,\nNCA 암호화
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. 총: {} 시간
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. 총: {} 시간
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. 총: {} 시간
{:4d} {}. Всего: {} час,{:4d} {}. 총: {} 시간
{:4d} {}. Всего: {} часа,{:4d} {}. 총: {} 시간
{:4d} {}. Всего: {} часов,{:4d} {}. 총: {} 시간
 (по названию игры), (게임 제목순)
{:4d}. Всего: {} час,{:4d}. 총: {} 시간
{:4d}. Всего: {} часа,{:4d}. 총: {} 시간
{:4d}. Всего: {} часов,{:4d}. 총: {} 시간
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6}개의 객체가 처리되었습니다. {:>5}개의 항목을 찾았습니다...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB 이미 다운로드됨...\r
{} cохранение,{} 세이브
{} cохранений,{} 저장됨
{} cохранения,{} 저장 데이터
 (по числу запусков), (실행 횟수순)
{} бекапа,{} 백업
{} бекапов,{} 백업
{} записей ({}),{} 항목 ({})
{} записи ({}),{} 항목 ({})
{} запись ({}),{} 항목 ({})
{} игр ({}),{}게임 ({})
{} игра ({}),{} 게임 ({})
{} игры ({}),{}게임 ({})
{} сохранение,{} 저장
{} сохранений,{} 저장
{} сохранения,{} 저장 데이터
{} тикет,{} 티켓
{} тикета,{} 티켓
{} тикетов,{}티켓
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (평균: {:.1f} MB/초, 현재: {:.1f} MB/초) 남음 {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/초"
{}: {} потерянная запись,{}: {} 고아 항목
{}: {} потерянных записей,{}: {} 개의 손실된 항목
{}: {} потерянных записи,{}: {} 개의 손실된 항목
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} 암호화: {} 설치 크기: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [파일을 열 수 없습니다]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/초)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/초)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: 건너뛰는 중 {}/{} ({:.2f} MB/초)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\n백업 복원 실패\n\nA를 눌러 중단, 다른 버튼을 눌러 계속"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/초)\x1b[0K\r
АВТО,자동
Аватар установлен,아바타 설정됨
Август,8월
Австралия,호주
Автозапуск FTP: ,FTP 자동 시작: 
Автозапуск MTP,MTP 자동 시작
Автозапуск списка homebrew,홈브류 목록 자동 시작
Автоповтор кнопок при удержании,버튼 길게 누를 때 자동 반복
Автор   : ,작성자  : 
Агрументы для ярлыка,바로가기 인수
Адрес FTP сервера: {},FTP 서버 주소: {}
Адрес HTTP сервера: {},HTTP 서버 주소: {}
 {:>5} часа, {:>5} 시간
Альбом (0°),앨범 (0°)
Американский английский,미국 영어
Апрель,4월
База этой игры не самодостаточна. Не забудьте установить обновление,이 게임의 베이스는 자체적으로 충분하지 않습니다. 업데이트 설치를 잊지 마세요
Базовое хранилище: ,본체 저장 공간: 
Бекапы,백업
Бекапы сохранений ({}),저장 데이터 백업 ({})
Британский английский,영국 영어
 {:>5} часов, {:>5} 시간
В альбоме найден {} объект,앨범에서 {}개의 객체를 찾았습니다
В альбоме найдено {} объекта,앨범에서 {}개의 객체를 찾았습니다
В альбоме найдено {} объектов,앨범에서 {}개의 객체를 찾았습니다
В альбоме отсутствуют объекты,앨범에 객체가 없습니다
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys 파일에 필요한 키가 없습니다.\n\n애플리케이션의 일부 기능을 사용할 수 없습니다.\n\nHekate로 재부팅하고 Lockpick_RCM.bin 페이로드를 사용하여\nSysNAND에서 키를 덤프하십시오.
ВНИМАНИЕ ,경고 
ВНИМАНИЕ! ,경고! 
ВНИМАНИЕ! Тайтл {:016X} не установлен,주의! 타이틀 {:016X}이(가) 설치되지 않았습니다
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),주의! 설치된 버전({})이 원하는 버전({})과 일치하지 않습니다
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,파일 전송 중 오류가 발견되었습니다. 설치가 중단되었습니다
 {} в чёрном списке., {} 블랙리스트에 있습니다.
Введите URL сервера (HTTP или (S)FTP),서버 URL 입력 (HTTP 또는 (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,바로가기 인수를 입력하거나 비워두세요
Введите желаемый номер страницы,원하는 페이지 번호를 입력하세요
Введите новое имя,새 이름 입력
Введите новое имя каталога,새 디렉토리 이름 입력
Введите новое имя файла,새 파일 이름 입력
Введите номер DLC,DLC 번호 입력
Версия  : ,버전    : 
Версия {} [v{}],버전 {} [v{}]
Версия прошивки         : {}.{}.{}-{}.{},펌웨어 버전     : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,사용자 {} 대신 사용:
Внимание! ,주의! 
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,경고!\n일부 파일이 잠겨 있어 건너뛰었습니다.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},파싱 중\n\n{}\n\n다음 오류가 발생했습니다:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,티켓 설치 중 오류가 발생했습니다. ES 시그패치가 있는지 확인하세요
Во время экспорта были ошибки,내보내기 중 오류가 발생했습니다
Возраст батареи                : {},배터리 사용 기간      : {}
Возраст батареи                : {}%,배터리 노후도                : {}%
 {} минута, {}분
Возрастной рейтинг,연령 등급
Восстановить,복원
Восстановить бекап...,백업 복원...
Восстановить для...,복원 대상...
Восстановить как бекап сохранения,저장 백업으로 복원
Восстановление бекапа,백업 복원 중
Восстановление не удалось,복구 실패
Восстановление успешно,복원 성공
Восстановление: {},복원 중: {}
 {} минуты, {} 분
Время гашения экрана в секундах,화면 밝기 감소 시간 초
Время игры: {:02}:{:02}:{:02},플레이 시간: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},전송 시간 {:d}:{:02d}:{:02d}
Все игровые сессии,모든 게임 세션
Все игроки,모든 플레이어
Все объекты,모든 객체
Все файлы в порядке,모든 파일이 정상입니다
Всего {} байт получен,{}바이트 수신됨
Всего {} байт послан,{}바이트 전송됨
Всего {} байта получено,총 {} 바이트 수신됨
 Да, 예
Всего {} байта послано,{}바이트 전송됨
Всего {} байтов получено,총 {} 바이트 수신됨
Всего {} байтов послано,{}바이트 전송됨
Всего записей: {},총 항목 수: {}
Всего освобождено места : ,총 확보된 공간 : 
Всего отослано: {} ({}/сек),총 전송량: {} ({}/초)
Всего программ: {},총 타이틀 수: {}
Вставить,삽입
Вставка...,삽입 중...
Всё время. Всего: {} час,전체 시간. 총: {}시간
Всё время. Всего: {} часа,전체 시간. 총: {}시간
Всё время. Всего: {} часов,전체 시간. 총: {}시간
Вы собираетесь удалить следующие бекапы:,다음 백업을 삭제하려고 합니다:
Вы собираетесь удалить следующие игры:,다음 게임을 삭제하려고 합니다:
Вы собираетесь удалить следующие сохранения:,다음 저장 데이터를 삭제하려고 합니다:
Вы собираетесь удалить следующие тикеты:,다음 티켓을 삭제하려고 합니다:
